MediaSource,CampaignID,Channel,Country,Wifi,UserID,OSVersion
MediaSource1,19560305480,Network,TR,true,1674918659473-2239024372381685059,8
MediaSource1,19560305480,Network,AT,false,1674911472018-4398169516418275014,8
MediaSource1,19560308588,Network,BA,true,1674910586487-3563379262298692298,8
MediaSource1,19560308588,Network,CZ,true,1674901379471-9129751510450171565,8
MediaSource1,19560305480,Search,MD,true,1674899655023-5358767024267557407,8
MediaSource1,19560308588,Search,TR,true,1674895293252-2632802897752490785,8
MediaSource1,19560305480,Network,EE,true,1674894645229-9105548854561136069,8
MediaSource1,19560305480,Search,CO,true,1674877924124-1363859334795077028,8
MediaSource1,19560308588,Network,ES,true,1674869495603-3781995510616858423,8
MediaSource1,19560305480,Search,IT,false,1674899326950-4747394522911441556,8
MediaSource1,19560305480,Network,GR,true,1674893452160-2961115455704907624,8
MediaSource1,19560308588,Search,MX,true,1675034089718-1261575413477364432,8
MediaSource1,19560308588,Network,IT,false,1675024179619-7607756106421221886,8
MediaSource1,19560305480,Network,FR,true,1675023699062-7543109831477702096,8
MediaSource1,19560305480,Search,NO,true,1675022710823-3262509929551065359,8
MediaSource1,19560305480,Network,BR,true,1675019889073-8978389346478484249,8
MediaSource1,19560308588,Network,TR,true,1675019501016-7509375330498261727,8
MediaSource1,19560305480,Network,KE,false,1674995885988-5709494468431697098,8
MediaSource1,19560308588,Network,ES,true,1675017903430-4575026153224857936,8
MediaSource1,19560305480,Network,ES,true,1675017462863-9065882054332778680,8
MediaSource1,19560305480,Search,BR,true,1675012256278-601324871801600545,8
MediaSource1,19560305480,Network,FR,true,1675005384918-6528950577344402653,8
MediaSource1,19560308588,Search,AR,true,1675003947749-3404456842718642935,8
MediaSource1,19560305480,Network,IT,false,1675002300878-356751315061312057,8
MediaSource1,19560305480,Search,BR,true,1675002446681-729290994759276748,8
MediaSource1,19560308588,Network,DE,true,1674987055232-4350706588062375751,8
MediaSource1,19560305480,Network,BR,true,1674962670630-6946850959163814964,8
MediaSource1,19560305480,Search,BR,true,1674957660195-4901487857889376643,8
MediaSource1,19560305480,Network,BR,false,1674956919352-9174011186415195584,8
MediaSource1,19560308588,Network,BR,true,1674999629196-1389554654144866105,8
MediaSource1,19560305480,Network,SE,true,1675121656288-9101133226819882975,8
MediaSource1,19560305480,Network,ES,true,1675117723002-3089544303375166407,8
MediaSource1,19560305480,Network,CZ,true,1675116814613-8232357867397622690,8
MediaSource1,19560305480,Search,BG,true,1675116669861-6722962379764465225,8
MediaSource1,19560308588,Network,CZ,false,1675114483815-6742225389169343637,8
MediaSource1,19560308588,Search,AR,true,1675114104712-2938427451075322423,8
MediaSource1,19560305480,Network,RU,true,1675105275820-7326678921519537457,8
MediaSource1,19560305480,Network,BR,true,1675104771764-576400008764417694,8
MediaSource1,19560308588,Network,GR,true,1675103441347-4944295738192196321,8
MediaSource1,19560305480,Search,VN,false,1675084376188-3513057236487319722,8
MediaSource1,19560305480,Network,BA,true,1675076437148-6247948081371653545,8
MediaSource1,19560305480,Search,KZ,true,1675067589654-1768082005034373618,8
MediaSource1,19560308588,Search,MW,false,1675065711975-8503481711096444705,8
MediaSource1,19560305480,Network,BR,true,1675057034346-606736672774588206,8
MediaSource1,19560308588,Search,TH,true,1675053684975-4778011724707872732,8
MediaSource1,19560305480,Search,AM,false,1675107816795-8189827610631970696,8
MediaSource1,19560305480,Network,MY,false,1675087066207-7857047980292590751,8
MediaSource1,19560305480,Network,KZ,false,1675064736775-8640588096835247140,8
MediaSource1,19560305480,Network,PH,true,1675046667147-5601505028093515104,8
MediaSource1,19560305480,Network,CR,true,1675196245973-3311594600135247439,8
MediaSource1,19560305480,Search,GR,false,1675182987606-6786949832472484214,8
MediaSource1,19560305480,Search,JM,true,1675174506477-5428337287542629220,8
MediaSource1,19560305480,Network,RO,true,1675172123124-2941624694019899854,8
MediaSource1,19560305480,Search,AE,true,1675169974705-5221667555806494971,8
MediaSource1,19560305480,Network,ES,true,1675166734599-5673860258556789958,8
MediaSource1,19560305480,Network,ES,true,1675165786507-2007158261111907366,8
MediaSource1,19560305480,Search,HN,true,1675131010886-1415957990281727704,8
MediaSource1,19560308588,Network,BR,true,1675130803598-3141630493495234969,8
MediaSource1,19560305480,Network,MY,false,1675127052175-4393420202308559347,8
MediaSource1,19560305480,Search,AR,true,1675125646039-4908010136979583470,8
MediaSource1,19560308588,Search,AR,true,1673565020782-3932689507589349435,6
MediaSource1,19560305480,Search,MX,true,1673553990518-5892921252405282933,6
MediaSource1,19560305480,Network,BR,true,1673534308582-435220036374582272,6
MediaSource1,19560305480,Network,JM,true,1673643850658-7501660571434257228,6
MediaSource1,19560305480,Search,TR,true,1673639422296-3615371650512166384,6
MediaSource1,19560305480,Search,BR,true,1673618404452-4381702683314640572,6
MediaSource1,19560305480,Search,BR,true,1673618353049-6808709832413460714,6
MediaSource1,19560305480,Network,KZ,true,1673611693029-7225651174196022165,6
MediaSource1,19560305480,Network,MD,true,1673604574427-5021414627687638061,6
MediaSource1,19560305480,Network,BR,true,1673578176460-2411788211133226535,6
MediaSource1,19560305480,Network,MX,true,1673574902653-8011829025116340253,6
MediaSource1,19560305480,Network,BR,true,1673571014737-4819311212686899998,6
MediaSource1,19560305480,Network,BR,true,1673762734043-3017048032933445715,6
MediaSource1,19560305480,Search,CL,true,1673728080949-213465823570769338,6
MediaSource1,19560308588,Search,BR,true,1673724535138-4186980453220663603,6
MediaSource1,19560308588,Search,AR,true,1673723800302-4565657708081127799,6
MediaSource1,19560305480,Network,GE,false,1673717345968-665742078491503094,6
MediaSource1,19560305480,VideoNetwork,TH,false,1673710853339-7374226806445884410,6
MediaSource1,19560305480,Network,PH,true,1673710034630-459903820333491334,6
MediaSource1,19560305480,Search,PY,false,1673709418567-5787649650962476379,6
MediaSource1,19560308588,Network,CZ,false,1673667260552-1044067551393892821,6
MediaSource1,19560305480,Search,AR,true,1673821823820-8728372740391065247,6
MediaSource1,19560305480,Network,AR,true,1673805993326-7356302750765997982,6
MediaSource1,19560305480,Network,PL,true,1673803304205-6992672789886230090,6
MediaSource1,19560305480,Network,VN,false,1673785224175-5835550270035846125,6
MediaSource1,19560308588,Network,LV,true,1673787426490-8924292077852329136,6
MediaSource1,19560308588,Search,US,true,1673779649413-1040532098514765506,6
MediaSource1,19560308588,Network,TH,true,1673762672864-5840552844014141378,6
MediaSource1,19560305480,Network,VN,true,1673760059688-3998872094454783157,6
MediaSource1,19560305480,Network,BR,true,1673757144564-2353551298546173714,6
MediaSource1,19560308588,Network,BO,false,1673753293477-1512078490645789120,6
MediaSource1,19560305480,Search,AR,true,1673910138315-4451309521306218141,6
MediaSource1,19560305480,Network,FR,false,1673898427502-4306768563560866200,6
MediaSource1,19560308588,Search,ID,true,1673865635769-1379513909030263133,6
MediaSource1,19560305480,Search,AR,false,1673854468834-8664444058422153500,6
MediaSource1,19560308588,Network,ID,true,1673836699736-8546697560258437742,6
MediaSource1,19560308588,Network,TH,false,1673832388274-7528795793995886267,6
MediaSource1,19560305480,Network,MN,true,1673997038845-4195260330519472746,6
MediaSource1,19560308588,Network,DE,false,1673956333349-8729582863124598509,6
MediaSource1,19560305480,Network,ZA,false,1673957705856-9124874324686334804,6
MediaSource1,19560305480,Search,ID,false,1673950759578-8804656899532732083,6
MediaSource1,19560305480,Network,BR,true,1674250618679-2717908924202166788,6
MediaSource1,19560305480,Search,BR,true,1674175429519-5957728196686809804,6
MediaSource1,19560305480,Network,BR,true,1674336718664-6369295067785653010,6
MediaSource1,19560305480,Network,AR,true,1674327808422-1493016428170435503,6
MediaSource1,19560308588,Network,MZ,false,1674283436636-1084652360086254708,6
MediaSource1,19560305480,Network,BR,true,1674429601663-3175199596684124726,6
MediaSource1,19560305480,Network,BR,true,1674427476510-2563402409472204919,6
MediaSource1,19560305480,Network,BR,true,1674424489132-1184682805676815281,6
MediaSource1,19560305480,Network,GA,true,1674417127254-1753228353218918626,6
MediaSource1,19560305480,Network,TH,false,1674407959489-1555280159056782103,6
MediaSource1,19560305480,Network,TW,false,1674394938183-610412658791486656,6
MediaSource1,19560305480,Search,AR,false,1674389434528-4306567483388580973,6
MediaSource1,19560305480,Search,MY,false,1674348524457-2500686080378682027,6
MediaSource1,19560305480,Search,AR,true,1674518623929-3260996250333520895,6
MediaSource1,19560305480,Search,AR,true,1674501994914-5745834708503729212,6
MediaSource1,19560305480,Network,KR,true,1674487356148-2741673957672005977,6
MediaSource1,19560305480,Network,BR,true,1674481640698-2830768044395338901,6
MediaSource1,19560305480,Search,AR,true,1674439778889-4315309841419056247,6
MediaSource1,19560305480,Network,US,true,1674435705683-7937297099633863633,6
MediaSource1,19560305480,Network,TT,true,1674622201046-1378405959062844861,6
MediaSource1,19560305480,Network,DO,false,1674690140612-570610571418140827,6
MediaSource1,19560305480,Search,TR,true,1674687282689-4298545974093876276,6
MediaSource1,19560305480,Search,UZ,true,1674674566872-3175857941876807769,6
MediaSource1,19560305480,Search,BR,true,1674704845403-6769199346722464984,6
MediaSource1,19560308588,Search,TR,false,1674657886037-6095810092986540835,6
MediaSource1,19560305480,Search,BR,true,1674632643699-7420511097998189361,6
MediaSource1,19560305480,Search,AR,true,1674635468689-8621750919708151524,6
MediaSource1,19560305480,Network,RO,false,1674741259572-1753416401525941585,6
MediaSource1,19560305480,Network,PE,true,1674777868910-566618880075645234,6
MediaSource1,19560305480,Search,NI,false,1674768631317-8648027767967947863,6
MediaSource1,19560305480,Search,TR,true,1674762854728-6688771895513304335,6
MediaSource1,19560305480,Network,BE,true,1674752095703-5124404331216812742,6
MediaSource1,19560305480,Network,AR,true,1674595930957-3796294302401488706,6
MediaSource1,19560305480,Network,JP,true,1674525800971-8080120362174477242,6
MediaSource1,19560308588,Search,TR,true,1674849174356-2726198791956989366,6
MediaSource1,19560308588,Network,AT,false,1674845783773-2377967160267088101,6
MediaSource1,19560305480,Search,MX,true,1674844282033-5032266874718076770,6
MediaSource1,19560308588,Search,ES,true,1674840199126-9070137744590358445,6
MediaSource1,19560305480,Search,UY,false,1674829605018-446995707294811608,6
MediaSource1,19560305480,Network,RS,true,1674827482610-6951878659794632276,6
MediaSource1,19560305480,Search,TG,true,1674821086441-542101695504010940,6
MediaSource1,19560308588,Search,DE,true,1674816778378-8942364601895603224,6
MediaSource1,19560305480,Search,EC,true,1674784216422-2487902360020617460,6
MediaSource1,19560308588,Search,AR,true,1674949364766-6618079504739958238,6
MediaSource1,19560305480,Network,TH,false,1674947393575-2365301562346254323,6
MediaSource1,19560308588,Search,BR,true,1674944380409-2039709408904166134,6
MediaSource1,19560305480,Search,AR,true,1674943942008-8893026013699406317,6
MediaSource1,19560305480,Search,AR,false,1674940393238-528267056369525728,6
MediaSource1,19560305480,Network,BR,true,1674935964400-3673601385737251742,6
MediaSource1,19560305480,Search,AR,false,1674913338770-3648586751446186028,6
MediaSource1,19560305480,Network,BR,true,1674911704529-4766719723433649917,6
MediaSource1,19560308588,Network,KR,true,1674873036144-2269093910998287000,6
MediaSource1,19560305480,Network,BR,true,1674871070473-6058177570525374375,6
MediaSource1,19560305480,Network,BR,true,1675032115515-2934883790297666551,6
MediaSource1,19560305480,Network,US,true,1675025756649-5243684292360942905,6
MediaSource1,19560305480,Network,DE,true,1675021835397-1016354261176229837,6
MediaSource1,19560305480,Search,AR,true,1675021810087-207167811162347167,6
MediaSource1,19560305480,Search,AR,true,1675018171061-6805732289326504505,6
MediaSource1,19560305480,Search,BR,true,1675012415258-4265542733624049276,6
MediaSource1,19560308588,Network,KZ,true,1674984504973-1494855925242879684,6
MediaSource1,19560305480,Search,BR,true,1674992228860-9078581175899569357,6
MediaSource1,19560305480,Search,BR,false,1675032202575-9079527252459412322,6
MediaSource1,19560305480,Search,AR,true,1674971648527-1109503988339006779,6
MediaSource1,19560305480,Network,AR,true,1675116609851-75048095419512002,6
MediaSource1,19560305480,Search,AR,true,1675115670229-5071800426383174273,6
MediaSource1,19560308588,Network,BO,true,1675106753856-5168180603366035998,6
MediaSource1,19560305480,Network,TR,true,1675103437092-1617893175952817339,6
MediaSource1,19560305480,Search,AR,true,1675092372193-8284567500368379172,6
MediaSource1,19560308588,Network,CZ,true,1675082523256-712088697050722486,6
MediaSource1,19560305480,Network,BR,true,1675041951361-2609411970041063359,6
MediaSource1,19560305480,Search,AR,true,1675171517258-5607731516596319392,6
MediaSource1,19560305480,Search,BR,true,1675170632087-6739654982769848007,6
MediaSource1,19560305480,Network,TR,true,1675165797245-9208045258552339422,6
MediaSource1,19560305480,Network,VE,true,1675164825830-6259851138059241022,6
MediaSource1,19560305480,Network,PH,true,1675161032766-8738790661963608780,6
MediaSource1,19560305480,Search,PH,true,1675156483738-3311888632820094321,6
MediaSource1,19560308588,Network,DE,true,1675156023641-6387259277050600219,6
MediaSource1,19560308588,Network,KR,true,1675133677082-4006740917320266161,6
MediaSource1,19560305480,Network,MA,true,1674146111591-6426157712672746528,5
MediaSource1,19560305480,Network,EE,true,1674238668511-3688629103479978722,5
MediaSource1,19560308588,Search,CL,true,1674507636370-7012028876938676242,5
MediaSource1,19560305480,Network,IT,true,1674908331049-6797425184337521946,5
